age,sex,race,legal_status,custody_status,marital_status,assessment_reason,language,class
31,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Medium
19,Male,African-American,Post Sentence,Probation,Single,Intake,English,High
36,Female,Caucasian,Pretrial,Jail Inmate,Single,Intake,English,Medium
19,Male,Other,Pretrial,Jail Inmate,Single,Intake,English,Low
21,Male,Other,Post Sentence,Probation,Single,Intake,English,Medium
31,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Low
27,Male,Caucasian,Pretrial,Jail Inmate,Divorced,Intake,English,Low
34,Male,Hispanic,Post Sentence,Probation,Single,Intake,English,Low
20,Male,Caucasian,Post Sentence,Probation,Single,Intake,English,Low
31,Female,African-American,Pretrial,Jail Inmate,Divorced,Intake,English,Medium
23,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,High
37,Male,Hispanic,Post Sentence,Probation,Married,Intake,English,Low
26,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,High
20,Male,Hispanic,Other,Probation,Single,Intake,English,High
33,Male,Caucasian,Pretrial,Jail Inmate,Single,Intake,English,Low
19,Male,Caucasian,Pretrial,Jail Inmate,Single,Intake,English,High
25,Male,Caucasian,Pretrial,Jail Inmate,Single,Intake,English,Low
26,Male,Caucasian,Other,Probation,Single,Intake,English,Low
22,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,High
26,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Low
28,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Medium
22,Male,African-American,Pretrial,Pretrial Defendant,Single,Intake,English,High
27,Female,African-American,Post Sentence,Probation,Single,Intake,English,Low
35,Male,Caucasian,Post Sentence,Probation,Single,Intake,English,Medium
23,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Low
36,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Medium
23,Male,Hispanic,Pretrial,Pretrial Defendant,Single,Intake,English,Medium
19,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,High
26,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Low
29,Male,Caucasian,Post Sentence,Probation,Single,Intake,English,Low
22,Male,African-American,Post Sentence,Probation,Single,Intake,English,Medium
26,Male,Caucasian,Pretrial,Jail Inmate,Single,Intake,English,Medium
28,Male,Hispanic,Pretrial,Pretrial Defendant,Single,Intake,Spanish,Low
24,Female,African-American,Pretrial,Jail Inmate,Single,Intake,English,Medium
29,Male,Caucasian,Pretrial,Jail Inmate,Divorced,Intake,English,Low
24,Male,Caucasian,Pretrial,Residential Program,Single,Intake,English,Medium
29,Male,Caucasian,Pretrial,Jail Inmate,Single,Intake,English,Low
22,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Medium
22,Female,Caucasian,Post Sentence,Probation,Single,Intake,English,Low
27,Male,Hispanic,Other,Probation,Single,Intake,English,Low
26,Male,Other,Post Sentence,Probation,Single,Intake,English,Low
21,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,High
29,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Medium
27,Male,Hispanic,Pretrial,Probation,Single,Intake,English,Low
20,Male,African-American,Post Sentence,Probation,Single,Intake,English,Medium
23,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Low
22,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,High
32,Male,African-American,Pretrial,Pretrial Defendant,Single,Intake,English,Low
31,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,High
29,Male,Caucasian,Post Sentence,Probation,Single,Intake,English,Low
32,Male,Hispanic,Post Sentence,Probation,Single,Intake,English,Low
20,Female,African-American,Pretrial,Pretrial Defendant,Single,Intake,English,Medium
33,Male,Hispanic,Pretrial,Jail Inmate,Single,Intake,English,Medium
19,Male,Caucasian,Other,Probation,Single,Intake,English,High
29,Female,Caucasian,Pretrial,Pretrial Defendant,Single,Intake,English,Medium
27,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Medium
20,Female,Hispanic,Post Sentence,Probation,Single,Intake,English,High
34,Male,Caucasian,Post Sentence,Probation,Single,Intake,English,Medium
32,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Medium
35,Male,African-American,Post Sentence,Probation,Separated,Intake,English,Low
20,Female,Caucasian,Post Sentence,Probation,Single,Intake,English,Medium
29,Male,African-American,Pretrial,Pretrial Defendant,Single,Intake,English,Medium
29,Male,African-American,Post Sentence,Probation,Single,Intake,English,Low
24,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,High
22,Female,Hispanic,Post Sentence,Probation,Single,Intake,English,Low
22,Male,Caucasian,Pretrial,Jail Inmate,Single,Intake,English,Medium
23,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,High
36,Male,African-American,Post Sentence,Probation,Single,Intake,English,High
25,Female,African-American,Post Sentence,Probation,Single,Intake,English,Medium
32,Male,Hispanic,Other,Probation,Married,Intake,English,Low
27,Male,Hispanic,Pretrial,Probation,Single,Intake,English,High
26,Female,Hispanic,Post Sentence,Probation,Single,Intake,English,Low
30,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,High
26,Female,Caucasian,Post Sentence,Probation,Single,Intake,English,Medium
23,Male,Other,Pretrial,Jail Inmate,Single,Intake,English,Medium
32,Male,Other,Pretrial,Jail Inmate,Single,Intake,English,Low
25,Male,Caucasian,Pretrial,Jail Inmate,Single,Intake,English,Medium
26,Male,Caucasian,Post Sentence,Probation,Single,Intake,English,High
24,Male,African-American,Pretrial,Pretrial Defendant,Single,Intake,English,Low
23,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,High
36,Male,Caucasian,Post Sentence,Probation,Single,Intake,English,Low
34,Male,African-American,Other,Probation,Single,Intake,English,Low
26,Male,Other,Post Sentence,Probation,Single,Intake,English,High
29,Female,Caucasian,Pretrial,Jail Inmate,Single,Intake,English,Medium
20,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,High
18,Male,Caucasian,Pretrial,Jail Inmate,Single,Intake,English,High
21,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Medium
33,Male,African-American,Pretrial,Jail Inmate,Divorced,Intake,English,Low
19,Male,Caucasian,Pretrial,Jail Inmate,Single,Intake,English,Medium
30,Male,Hispanic,Other,Probation,Single,Intake,English,Low
24,Female,Caucasian,Post Sentence,Probation,Married,Intake,English,Medium
28,Male,Caucasian,Pretrial,Jail Inmate,Single,Intake,English,Low
24,Male,Caucasian,Post Sentence,Probation,Single,Intake,English,Medium
19,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Low
28,Male,African-American,Pretrial,Jail Inmate,Married,Intake,English,Low
22,Male,Caucasian,Pretrial,Pretrial Defendant,Single,Intake,English,Low
20,Male,African-American,Pretrial,Jail Inmate,Married,Intake,English,High
20,Male,Hispanic,Pretrial,Jail Inmate,Single,Intake,English,Low
34,Male,Caucasian,Post Sentence,Probation,Single,Intake,English,Low
19,Male,Hispanic,Pretrial,Pretrial Defendant,Single,Intake,English,Low
20,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Medium
19,Female,African-American,Post Sentence,Probation,Single,Intake,English,High
25,Male,Hispanic,Conditional Release,Probation,Married,Intake,English,Low
22,Male,Caucasian,Post Sentence,Probation,Single,Intake,English,Low
27,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,High
28,Male,Other,Pretrial,Jail Inmate,Single,Intake,English,High
20,Male,Caucasian,Pretrial,Jail Inmate,Significant Other,Intake,English,Low
33,Male,African-American,Pretrial,Jail Inmate,Divorced,Intake,English,High
23,Male,African-American,Pretrial,Pretrial Defendant,Single,Intake,English,Medium
24,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Medium
23,Male,Caucasian,Pretrial,Jail Inmate,Single,Intake,English,Low
26,Male,Other,Pretrial,Jail Inmate,Single,Intake,English,Medium
23,Female,African-American,Pretrial,Jail Inmate,Married,Intake,English,Low
27,Male,Caucasian,Pretrial,Jail Inmate,Married,Intake,English,Low
30,Male,Other,Pretrial,Jail Inmate,Single,Intake,English,Low
37,Male,African-American,Pretrial,Jail Inmate,Significant Other,Intake,English,Low
35,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Low
28,Male,African-American,Pretrial,Jail Inmate,Significant Other,Intake,English,Low
29,Male,Caucasian,Pretrial,Jail Inmate,Single,Intake,English,Medium
21,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,High
30,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Low
19,Male,Hispanic,Pretrial,Jail Inmate,Single,Intake,English,Low
36,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Low
34,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Medium
35,Male,Caucasian,Pretrial,Jail Inmate,Single,Intake,English,Low
20,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,High
31,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Medium
34,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,High
25,Male,Caucasian,Pretrial,Jail Inmate,Single,Intake,English,Medium
21,Male,Caucasian,Pretrial,Jail Inmate,Single,Intake,English,Medium
26,Female,Hispanic,Post Sentence,Probation,Single,Intake,English,Medium
26,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Medium
26,Male,African-American,Post Sentence,Probation,Single,Intake,English,High
26,Female,Caucasian,Post Sentence,Probation,Single,Intake,English,Low
30,Male,Hispanic,Post Sentence,Probation,Single,Intake,English,Medium
37,Male,Hispanic,Post Sentence,Probation,Divorced,Intake,English,Low
31,Male,Caucasian,Pretrial,Jail Inmate,Married,Intake,English,Low
29,Male,Hispanic,Post Sentence,Probation,Single,Intake,English,Low
28,Female,African-American,Pretrial,Jail Inmate,Single,Intake,English,Medium
28,Male,African-American,Post Sentence,Probation,Married,Intake,English,Medium
23,Male,African-American,Pretrial,Pretrial Defendant,Single,Intake,English,Low
18,Male,Caucasian,Pretrial,Jail Inmate,Single,Intake,English,Low
19,Male,African-American,Pretrial,Jail Inmate,Married,Intake,English,Medium
34,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Medium
36,Male,Caucasian,Pretrial,Jail Inmate,Married,Intake,English,Low
29,Male,African-American,Pretrial,Probation,Single,Intake,English,Low
26,Male,Hispanic,Pretrial,Jail Inmate,Single,Intake,English,Medium
23,Male,Hispanic,Post Sentence,Probation,Single,Intake,English,High
18,Male,Other,Pretrial,Jail Inmate,Single,Intake,English,Medium
23,Male,Caucasian,Pretrial,Pretrial Defendant,Single,Intake,English,Medium
32,Male,African-American,Post Sentence,Probation,Single,Intake,English,Low
25,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Medium
27,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,High
20,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,High
18,Male,Caucasian,Pretrial,Jail Inmate,Single,Intake,English,Low
31,Male,African-American,Pretrial,Pretrial Defendant,Single,Intake,English,High
36,Male,Hispanic,Pretrial,Jail Inmate,Single,Intake,English,Low
24,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,High
24,Male,African-American,Pretrial,Pretrial Defendant,Single,Intake,English,Medium
35,Male,African-American,Pretrial,Jail Inmate,Separated,Intake,English,Low
18,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Medium
27,Male,Hispanic,Post Sentence,Probation,Single,Intake,English,Low
26,Male,Hispanic,Pretrial,Jail Inmate,Single,Intake,English,Medium
21,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,High
22,Male,Caucasian,Post Sentence,Probation,Single,Intake,English,Low
35,Female,African-American,Post Sentence,Probation,Single,Intake,English,Medium
18,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,High
27,Male,Caucasian,Post Sentence,Probation,Single,Intake,English,High
21,Male,Other,Pretrial,Jail Inmate,Single,Intake,English,High
26,Female,Other,Pretrial,Jail Inmate,Married,Intake,English,Low
35,Female,Other,Pretrial,Jail Inmate,Married,Intake,English,Low
28,Male,African-American,Post Sentence,Probation,Single,Intake,English,Medium
19,Male,Caucasian,Pretrial,Pretrial Defendant,Single,Intake,English,Medium
25,Male,African-American,Post Sentence,Probation,Single,Intake,English,Medium
28,Female,Caucasian,Pretrial,Jail Inmate,Divorced,Intake,English,Low
18,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Medium
27,Male,Hispanic,Post Sentence,Probation,Single,Intake,English,Low
33,Male,Caucasian,Post Sentence,Probation,Single,Intake,English,Low
21,Female,African-American,Pretrial,Jail Inmate,Single,Intake,English,Low
26,Male,African-American,Post Sentence,Probation,Single,Intake,English,Low
32,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,High
24,Male,Caucasian,Pretrial,Jail Inmate,Single,Intake,English,Low
28,Male,Caucasian,Post Sentence,Probation,Single,Intake,English,Medium
28,Male,Hispanic,Post Sentence,Probation,Single,Intake,English,Low
25,Male,Hispanic,Post Sentence,Probation,Single,Intake,English,Medium
19,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Medium
28,Male,Caucasian,Post Sentence,Probation,Single,Intake,English,Medium
23,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,High
21,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,High
20,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Medium
31,Male,Caucasian,Pretrial,Jail Inmate,Married,Intake,English,Low
23,Male,Caucasian,Pretrial,Jail Inmate,Single,Intake,English,Medium
20,Male,Hispanic,Post Sentence,Probation,Single,Intake,English,Medium
32,Male,Asian,Pretrial,Jail Inmate,Single,Intake,English,Medium
35,Female,Caucasian,Pretrial,Jail Inmate,Single,Intake,English,Medium
24,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,High
37,Female,African-American,Post Sentence,Probation,Single,Intake,English,Medium
19,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Medium
32,Male,Caucasian,Post Sentence,Probation,Single,Intake,English,Low
25,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Low
30,Female,African-American,Pretrial,Jail Inmate,Single,Intake,English,Medium
24,Male,Caucasian,Post Sentence,Probation,Single,Intake,English,Low
20,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Low
34,Female,Hispanic,Post Sentence,Probation,Single,Intake,English,Low
33,Female,African-American,Pretrial,Pretrial Defendant,Single,Intake,English,Low
37,Male,Caucasian,Post Sentence,Probation,Single,Intake,English,Low
23,Male,Caucasian,Pretrial,Jail Inmate,Single,Intake,English,Low
33,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Medium
28,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Medium
27,Male,African-American,Post Sentence,Probation,Single,Intake,English,High
27,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,High
20,Male,Caucasian,Pretrial,Jail Inmate,Single,Intake,English,Medium
20,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Low
23,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Medium
34,Male,African-American,Post Sentence,Probation,Single,Intake,English,Low
18,Female,Caucasian,Pretrial,Jail Inmate,Single,Intake,English,Medium
23,Female,African-American,Post Sentence,Probation,Single,Intake,English,Medium
31,Male,African-American,Post Sentence,Probation,Single,Intake,English,Low
22,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,Low
28,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,High
29,Male,African-American,Pretrial,Jail Inmate,Single,Intake,English,High
24,Female,Hispanic,Post Sentence,Probation,Separated,Intake,English,Medium
